id,created_at,symbol,body,sentiment_basic,user_id,user_followers
658541666,2026-07-08T13:51:54Z,UBER,$HTZ has been dropping like crazy even though their main metrics such as Average Rentable vehicles and  &quot;Americas RAC Total RPD&quot; which measures the Average daily rental price has stayed steady    $CAR $LYFT $GRAB $UBER,,7371664,31
658538333,2026-07-08T13:36:23Z,UBER,"I bought more $UBER.  I think people are still underestimating how dominant this business can become.  Mobility, delivery, ads, subscriptions, autonomous vehicles…  Uber is quietly building one of the strongest consumer ecosystems in the world.  I’m not waiting for everyone else to realize it.  I’m buying now.",,10885391,56
658530622,2026-07-08T12:30:26Z,UBER,$UBER $LYFT 👀,,224803,612
658529155,2026-07-08T12:12:54Z,UBER,$UBER pelosi 💪,,4298342,17
658527883,2026-07-08T11:57:31Z,UBER,"$UBER $LYFT Stock futures moved sharply lower Wednesday after U.S. President Donald Trump told the NATO summit in Turkey that the ceasefire with Iran is over amid renewed hostilities in the Middle East that sent oil prices surging Futures on the Dow Jones Industrial Average were down 476 points, or 0.9%, following Trump&#39;s comments in Ankara. Futures tied to the S&amp;P 500 were 0.7% lower, and Nasdaq 100 futures dropped 1%. Trump&#39;s remarks followed what the U.S. called a series of powerful strikes against Iran on Tuesday in retaliation to attacks against three commercial vessels traveling in the Strait of Hormuz. Speaking to reporters at the NATO summit in Ankara, Turkey, on Wednesday, the military alliance&#39;s Secretary General Mark Rutte said America&#39;s strikes were &quot;absolutely necessary” &quot;When you have a ceasefire and Iran is basically violating the ceasefire — we see what happened yesterday with ships being attacked — I think it is totally crucial that the U.S. forcefully reacts,&quot; he said",,224803,612
658527226,2026-07-08T11:48:45Z,UBER,$UBER,Bullish,224803,612
658519825,2026-07-08T09:04:22Z,UBER,$UBER premarket and all gains are gone. I am feared of the opening today....,,10919048,1
658519644,2026-07-08T08:59:06Z,UBER,$UBER UUUUUUBBBBERRR 🤬,,10919048,1
658516519,2026-07-08T05:58:05Z,UBER,$UBER https://www.youtube.com/watch?v=jceP5gSKuJA&amp;t=12s,,2116699,89
658508572,2026-07-08T01:19:46Z,UBER,$UBER undervalued,Bullish,3155042,257
